id,year,rvote,age,female,black,white,otherrace,educ,family_income,south,college
362,2000,0,46,0,0,1,0,4,2,0,1
363,2000,1,65,0,0,1,0,4,3,1,1
364,2000,0,62,1,0,1,0,2,2,0,0
365,2000,1,35,1,0,1,0,3,2,0,0
366,2000,0,56,1,0,1,0,4,2,0,1
367,2000,1,45,0,0,1,0,2,4,0,0
368,2000,1,50,0,0,1,0,4,3,1,1
369,2000,0,53,1,0,1,0,2,3,0,0
370,2000,0,56,1,0,1,0,2,3,0,0
371,2000,1,26,0,0,1,0,2,1,0,0
372,2000,0,33,1,0,1,0,2,2,0,0
373,2000,1,32,1,0,1,0,2,2,0,0
374,2000,0,54,0,1,0,0,3,3,0,0
375,2000,1,55,0,0,1,0,4,3,1,1
376,2000,0,25,0,0,1,0,4,4,0,1
377,2000,0,42,1,1,0,0,2,1,1,0
378,2000,0,23,1,0,1,0,4,4,1,1
379,2000,0,59,1,0,1,0,2,4,0,0
380,2000,0,55,1,0,1,0,2,3,1,0
381,2000,0,44,1,0,0,1,3,4,1,0
382,2000,1,38,0,0,1,0,4,5,0,1
383,2000,0,37,0,,0,0,4,4,0,1
384,2000,1,56,1,0,0,1,2,3,1,0
385,2000,1,30,0,0,1,0,3,3,0,0
386,2000,0,19,1,1,0,0,2,2,1,0
387,2000,0,36,0,0,1,0,4,4,1,1
388,2000,0,34,1,0,1,0,2,1,1,0
389,2000,1,56,0,0,1,0,4,4,1,1
390,2000,0,48,1,0,1,0,3,3,1,0
391,2000,1,35,1,0,1,0,4,3,1,1
392,2000,1,25,0,0,1,0,3,3,1,0
393,2000,0,62,1,1,0,0,3,1,0,0
394,2000,1,38,0,0,1,0,3,3,1,0
395,2000,0,27,0,0,0,1,3,3,1,0
396,2000,0,36,1,0,0,1,2,4,0,0
397,2000,0,64,0,0,1,0,4,4,1,1
398,2000,0,56,1,0,0,1,4,3,1,1
399,2000,1,35,0,0,1,0,4,4,0,1
400,2000,1,44,1,0,1,0,2,4,0,0
401,2000,1,38,0,0,0,1,3,4,0,0
402,2000,0,59,1,0,1,0,3,4,0,0
403,2000,0,50,1,0,1,0,3,4,0,0
404,2000,1,63,0,0,1,0,3,3,0,0
405,2000,0,47,1,0,1,0,2,3,0,0
406,2000,0,42,0,0,0,1,2,4,0,0
407,2000,0,63,0,0,1,0,3,3,0,0
408,2000,0,34,0,,0,0,2,3,0,0
409,2000,1,47,0,0,1,0,4,4,1,1
410,2000,0,34,1,0,0,1,2,3,0,0
411,2000,0,37,0,0,1,0,2,1,0,0
412,2000,0,43,1,0,1,0,3,2,0,0
413,2000,1,60,0,0,1,0,4,4,0,1
414,2000,0,46,0,0,1,0,3,4,0,0
415,2000,1,27,0,0,1,0,4,3,0,1
416,2000,1,58,0,0,1,0,3,4,0,0
417,2000,1,49,1,0,1,0,3,5,0,0
418,2000,0,65,1,0,1,0,2,2,0,0
419,2000,1,48,1,0,1,0,3,2,0,0
420,2000,1,65,1,0,1,0,3,2,0,0
421,2000,0,38,0,0,1,0,4,4,0,1
422,2000,1,31,1,0,1,0,2,4,0,0
423,2000,1,49,0,0,1,0,3,3,0,0
424,2000,0,55,1,0,1,0,4,5,0,1
425,2000,0,23,1,0,1,0,4,4,0,1
426,2000,1,20,0,0,1,0,3,1,0,0
427,2000,1,49,0,0,1,0,3,5,0,0
428,2000,0,45,1,0,1,0,2,2,0,0
429,2000,0,42,0,0,1,0,4,4,0,1
430,2000,0,53,0,1,0,0,1,1,1,0
431,2000,0,61,0,1,0,0,2,1,1,0
432,2000,0,28,1,0,1,0,3,3,1,0
433,2000,0,26,0,0,1,0,4,4,0,1
434,2000,1,63,1,0,1,0,2,2,0,0
435,2000,0,47,1,0,1,0,4,4,1,1
436,2000,1,64,1,0,1,0,2,1,1,0
437,2000,0,49,1,0,1,0,4,4,0,1
438,2000,1,60,1,0,0,1,3,4,0,0
439,2000,1,40,0,0,1,0,2,5,0,0
440,2000,0,57,0,1,0,0,2,4,0,0
441,2000,0,64,0,1,0,0,2,1,1,0
442,2000,1,55,0,0,1,0,3,4,1,0
443,2000,1,55,0,0,1,0,2,3,0,0
444,2000,0,20,1,1,0,0,2,4,1,0
445,2000,0,54,0,0,1,0,3,2,1,0
446,2000,0,39,0,0,1,0,4,2,1,1
447,2000,1,63,0,0,1,0,2,2,1,0
448,2000,0,54,1,0,1,0,4,4,1,1
449,2000,0,38,1,1,0,0,2,3,0,0
450,2000,0,49,0,0,1,0,4,4,0,1
451,2000,0,23,1,1,0,0,4,4,0,1
452,2000,0,19,1,0,0,1,2,2,0,0
453,2000,0,33,1,0,0,1,2,2,0,0
454,2000,0,18,0,0,0,1,3,1,0,0
455,2000,0,64,0,0,1,0,2,1,0,0
456,2000,1,39,1,0,1,0,4,3,1,1
457,2000,0,58,1,0,1,0,2,1,0,0
458,2000,0,43,1,0,1,0,3,4,0,0
459,2000,0,44,0,0,0,1,3,4,0,0
460,2000,0,40,1,0,0,1,2,4,0,0
461,2000,1,52,1,0,1,0,3,4,0,0
462,2000,0,39,1,,0,0,3,4,1,0
463,2000,0,45,1,1,0,0,3,3,1,0
464,2000,0,26,1,0,1,0,4,4,1,1
465,2000,0,34,1,0,1,0,4,1,1,1
466,2000,0,44,1,1,0,0,2,2,1,0
467,2000,0,39,0,0,1,0,4,5,0,1
468,2000,0,40,1,0,1,0,4,4,0,1
469,2000,0,52,0,0,1,0,2,2,0,0
470,2000,0,35,0,0,0,1,3,4,1,0
471,2000,0,24,1,0,1,0,3,2,0,0
472,2000,0,57,1,0,1,0,2,3,0,0
473,2000,0,47,1,1,0,0,3,3,1,0
474,2000,0,45,1,,0,0,2,1,0,0
475,2000,1,61,1,0,1,0,2,1,0,0
476,2000,0,47,1,0,1,0,2,3,0,0
477,2000,0,32,0,0,0,1,3,1,0,0
478,2000,0,31,1,1,0,0,2,1,0,0
479,2000,0,62,0,0,1,0,1,2,1,0
480,2000,1,34,1,0,1,0,3,2,1,0
481,2000,0,28,0,0,0,1,4,4,0,1
482,2000,0,45,0,0,1,0,4,4,0,1
483,2000,1,40,0,0,0,1,3,4,1,0
484,2000,0,29,1,1,0,0,2,1,0,0
485,2000,0,58,1,0,1,0,3,4,0,0
486,2000,1,37,1,0,1,0,4,4,0,1
487,2000,1,33,0,0,1,0,3,5,0,0
488,2000,1,40,1,0,1,0,3,4,0,0
489,2000,1,38,0,0,1,0,4,4,0,1
490,2000,0,50,0,0,0,1,2,4,0,0
491,2000,0,37,1,0,1,0,3,1,1,0
492,2000,1,55,1,0,1,0,2,2,1,0
493,2000,0,58,0,0,1,0,2,3,1,0
494,2000,0,36,1,0,1,0,3,4,0,0
495,2000,0,48,0,0,1,0,4,4,0,1
496,2000,1,20,1,0,1,0,3,4,0,0
497,2000,1,39,0,0,1,0,4,4,0,1
498,2000,0,50,1,0,1,0,3,4,0,0
499,2000,0,21,0,1,0,0,2,2,0,0
500,2000,0,63,1,0,0,1,2,1,1,0
501,2000,0,59,0,1,0,0,2,2,1,0
502,2000,1,33,0,0,1,0,3,4,0,0
503,2000,1,48,1,0,1,0,4,4,0,1
504,2000,1,40,1,0,1,0,3,4,0,0
505,2000,0,57,1,0,0,1,3,2,0,0
506,2000,0,29,1,1,0,0,4,3,1,1
507,2000,0,52,1,0,1,0,3,3,1,0
508,2000,1,36,1,0,0,1,4,2,1,1
509,2000,0,36,1,0,1,0,2,3,0,0
510,2000,0,57,0,0,1,0,4,2,0,1
511,2000,0,20,1,0,0,1,2,1,1,0
512,2000,0,44,1,0,1,0,4,2,0,1
513,2000,0,48,0,0,1,0,4,4,0,1
514,2000,1,41,0,1,0,0,4,2,0,1
515,2000,0,31,1,0,1,0,3,3,0,0
516,2000,1,29,0,0,0,1,4,2,0,1
517,2000,1,35,0,0,1,0,2,3,1,0
518,2000,1,44,1,0,1,0,4,3,0,1
519,2000,0,50,0,0,1,0,3,3,0,0
520,2000,1,46,0,0,1,0,2,4,0,0
521,2000,0,24,1,0,1,0,4,4,0,1
522,2000,0,25,1,0,1,0,2,1,1,0
523,2000,0,29,1,0,1,0,2,3,0,0
524,2000,1,54,0,0,1,0,3,4,0,0
525,2000,0,39,1,0,0,1,4,4,1,1
526,2000,0,33,1,1,0,0,3,4,0,0
527,2000,0,34,1,0,1,0,4,5,0,1
528,2000,0,49,1,1,0,0,2,1,1,0
529,2000,0,39,1,0,1,0,3,3,0,0
530,2000,0,40,1,0,1,0,3,3,0,0
531,2000,0,28,0,0,1,0,2,3,0,0
532,2000,1,65,1,0,1,0,3,5,0,0
533,2000,1,54,1,,0,0,2,4,0,0
534,2000,0,42,1,0,1,0,2,4,1,0
535,2000,0,30,0,0,1,0,4,3,0,1
536,2000,1,48,1,0,1,0,2,1,0,0
537,2000,1,47,1,0,1,0,3,4,0,0
538,2000,0,43,0,0,0,1,3,3,0,0
539,2000,0,38,0,0,1,0,4,3,0,1
540,2000,0,52,1,,0,0,3,4,0,0
541,2000,0,65,0,0,0,1,1,3,0,0
542,2000,0,21,0,0,1,0,2,1,0,0
543,2000,0,37,1,0,1,0,3,3,1,0
544,2000,0,38,0,1,0,0,2,3,0,0
545,2000,0,30,1,0,1,0,4,2,0,1
546,2000,0,62,1,0,1,0,4,3,0,1
547,2000,0,44,1,0,1,0,4,3,0,1
548,2000,0,46,0,0,1,0,4,5,0,1
549,2000,0,47,1,,0,0,4,1,1,1
550,2000,1,60,1,0,1,0,4,5,1,1
551,2000,1,54,1,0,0,1,2,2,1,0
552,2000,1,42,1,0,0,1,4,4,0,1
553,2000,0,49,0,0,1,0,4,4,1,1
554,2000,1,37,0,0,1,0,4,4,0,1
555,2000,0,42,0,0,1,0,4,3,0,1
556,2000,0,38,1,0,1,0,2,3,0,0
557,2000,1,38,1,0,1,0,2,3,0,0
558,2000,0,36,0,0,1,0,2,3,0,0
559,2000,1,56,1,0,1,0,3,4,1,0
560,2000,1,44,1,0,1,0,4,4,0,1
561,2000,0,19,1,0,1,0,2,2,0,0
562,2000,0,54,1,0,1,0,3,2,0,0
563,2000,0,19,1,0,1,0,3,5,0,0
564,2000,0,60,0,0,1,0,4,3,0,1
565,2000,0,38,1,0,1,0,4,4,0,1
566,2000,0,63,0,1,0,0,2,2,1,0
567,2000,0,35,1,1,0,0,3,3,1,0
568,2000,0,50,0,0,1,0,2,1,0,0
569,2000,0,30,1,0,1,0,3,2,0,0
570,2000,0,62,0,0,1,0,2,3,0,0
571,2000,0,57,0,1,0,0,3,2,0,0
572,2000,1,42,0,0,1,0,4,4,0,1
573,2000,1,41,0,0,1,0,3,4,0,0
574,2000,0,30,1,0,1,0,4,3,1,1
575,2000,1,54,1,0,1,0,4,4,1,1
576,2000,1,39,0,0,1,0,2,4,0,0
577,2000,1,57,1,0,1,0,2,1,0,0
578,2000,1,26,0,0,1,0,4,4,0,1
579,2000,0,48,0,0,1,0,3,1,0,0
580,2000,0,59,1,0,1,0,4,1,0,1
581,2000,0,41,0,0,1,0,3,3,0,0
582,2000,1,42,0,0,0,1,3,2,0,0
583,2000,0,60,1,0,0,1,2,2,0,0
584,2000,0,32,0,0,1,0,3,3,0,0
585,2000,1,33,0,0,0,1,4,4,0,1
586,2000,0,36,0,0,1,0,4,4,0,1
587,2000,0,42,0,0,1,0,3,4,0,0
588,2000,1,50,0,1,0,0,4,3,1,1
589,2000,0,40,0,1,0,0,4,4,1,1
590,2000,0,26,0,0,1,0,4,1,0,1
591,2000,0,62,0,0,1,0,4,2,0,1
592,2000,0,47,0,0,1,0,4,5,0,1
593,2000,0,33,0,1,0,0,2,1,1,0
594,2000,0,59,0,1,0,0,3,1,1,0
595,2000,1,37,0,0,1,0,3,3,0,0
596,2000,0,32,1,1,0,0,3,2,0,0
597,2000,0,44,0,1,0,0,4,4,0,1
598,2000,0,19,1,1,0,0,2,2,0,0
599,2000,1,47,0,0,0,1,4,5,0,1
600,2000,1,61,1,0,1,0,4,4,0,1
601,2000,0,61,1,0,1,0,4,4,0,1
602,2000,1,48,1,0,1,0,4,2,0,1
603,2000,0,37,0,,0,0,2,1,0,0
604,2000,0,29,1,0,1,0,2,2,0,0
605,2000,1,44,0,0,1,0,2,2,0,0
606,2000,0,37,1,0,1,0,4,2,0,1
607,2000,0,51,0,0,1,0,3,5,0,0
608,2000,0,64,1,0,1,0,2,3,0,0
609,2000,0,28,1,1,0,0,3,2,0,0
610,2000,0,23,0,,0,0,4,2,0,1
611,2000,1,59,0,0,1,0,4,5,0,1
612,2000,0,46,0,1,0,0,2,2,0,0
613,2000,0,37,0,0,1,0,4,4,0,1
614,2000,0,24,1,0,1,0,4,1,0,1
615,2000,1,57,0,0,1,0,4,5,0,1
616,2000,1,58,1,0,1,0,2,4,0,0
617,2000,0,54,1,0,1,0,4,4,0,1
618,2000,0,57,0,0,1,0,4,1,0,1
619,2000,1,51,1,0,1,0,4,5,0,1
620,2000,0,45,1,0,0,1,3,3,0,0
621,2000,0,30,0,0,1,0,4,3,0,1
622,2000,1,51,0,0,1,0,3,2,0,0
623,2000,0,26,1,0,0,1,2,1,1,0
624,2000,0,43,0,0,0,1,3,2,0,0
625,2000,0,63,0,1,0,0,4,3,1,1
626,2000,0,46,1,0,1,0,2,2,0,0
627,2000,0,38,0,0,1,0,4,4,0,1
628,2000,1,37,1,0,1,0,3,3,0,0
629,2000,1,34,0,0,1,0,3,4,0,0
630,2000,0,23,1,0,1,0,3,1,0,0
631,2000,0,52,0,0,1,0,3,4,0,0
632,2000,1,45,0,1,0,0,3,4,0,0
633,2000,0,26,0,0,1,0,3,2,1,0
634,2000,0,32,1,1,0,0,3,1,0,0
635,2000,1,52,1,0,1,0,4,4,0,1
636,2000,0,26,1,0,0,1,3,3,1,0
637,2000,1,59,1,0,1,0,4,4,1,1
638,2000,0,23,0,0,1,0,4,1,1,1
639,2000,1,54,1,0,1,0,3,2,1,0
640,2000,0,35,0,0,1,0,2,2,0,0
641,2000,0,35,0,0,1,0,4,4,0,1
642,2000,0,25,1,0,1,0,4,3,0,1
643,2000,0,53,0,0,1,0,4,3,0,1
644,2000,0,26,1,0,0,1,3,1,0,0
645,2000,1,46,1,0,1,0,3,3,0,0
646,2000,1,24,0,0,1,0,4,2,0,1
647,2000,0,54,0,0,1,0,2,4,0,0
648,2000,0,41,1,0,1,0,4,2,0,1
649,2000,0,22,1,0,0,1,3,1,0,0
650,2000,1,49,0,0,1,0,3,4,0,0
651,2000,0,41,0,0,1,0,4,3,1,1
652,2000,0,36,1,0,1,0,4,4,0,1
653,2000,1,31,0,0,1,0,2,3,0,0
654,2000,0,50,0,0,0,1,2,3,0,0
655,2000,0,54,1,1,0,0,2,1,0,0
656,2000,0,24,0,1,0,0,2,4,0,0
657,2000,0,19,0,1,0,0,2,3,0,0
658,2000,1,38,0,0,1,0,4,5,0,1
659,2000,1,24,1,0,1,0,3,2,1,0
660,2000,0,26,0,0,1,0,4,2,1,1
661,2000,0,64,1,0,1,0,3,1,0,0
662,2000,0,57,1,0,1,0,3,3,0,0
663,2000,1,42,1,0,1,0,2,1,0,0
664,2000,0,41,1,0,1,0,3,2,0,0
665,2000,0,47,1,0,1,0,4,2,0,1
666,2000,0,49,1,1,0,0,3,2,0,0
667,2000,0,33,1,0,1,0,2,1,0,0
668,2000,0,27,0,0,0,1,4,2,0,1
669,2000,0,48,0,0,1,0,4,4,0,1
670,2000,0,58,0,0,1,0,4,5,1,1
671,2000,1,37,0,0,0,1,4,4,1,1
672,2000,0,53,1,1,0,0,2,2,1,0
673,2000,0,42,1,0,1,0,3,3,0,0
674,2000,0,28,0,0,1,0,2,2,0,0
675,2000,0,47,0,0,1,0,3,4,0,0
676,2000,1,37,1,0,1,0,4,1,0,1
677,2000,0,51,1,0,1,0,2,4,0,0
678,2000,1,58,1,0,1,0,2,2,0,0
679,2000,0,40,1,0,1,0,4,4,1,1
680,2000,0,50,1,0,1,0,4,3,0,1
681,2000,0,39,0,0,1,0,3,3,0,0
682,2000,0,48,1,,0,0,3,3,0,0
683,2000,0,36,1,1,0,0,2,2,1,0
684,2000,1,36,1,0,1,0,3,4,0,0
685,2000,0,19,0,0,1,0,2,3,0,0
686,2000,1,52,0,0,1,0,4,5,0,1
687,2000,0,43,1,0,1,0,4,5,0,1
688,2000,0,48,1,0,0,1,4,5,0,1
689,2000,0,36,0,0,1,0,3,4,0,0
690,2000,0,36,1,0,1,0,2,3,0,0
691,2000,1,35,1,0,1,0,4,5,0,1
692,2000,1,42,1,0,1,0,4,3,1,1
693,2000,0,48,1,0,1,0,2,5,0,0
694,2000,0,53,1,0,1,0,4,5,0,1
695,2000,1,33,1,0,1,0,2,3,1,0
696,2000,1,48,1,0,1,0,2,3,1,0
697,2000,1,30,0,0,1,0,4,4,1,1
698,2000,1,27,0,0,1,0,4,3,0,1
699,2000,0,46,0,0,1,0,3,4,0,0
700,2000,1,42,1,0,1,0,4,5,0,1
701,2000,0,39,0,1,0,0,4,3,1,1
702,2000,0,34,0,1,0,0,2,3,1,0
703,2000,0,50,0,0,1,0,2,3,1,0
704,2000,1,29,1,0,0,1,3,5,0,0
705,2000,0,45,0,1,0,0,3,4,0,0
706,2000,0,38,0,1,0,0,2,3,0,0
707,2000,0,22,0,0,1,0,4,1,0,1
708,2000,0,27,0,1,0,0,4,3,1,1
709,2000,1,58,1,0,1,0,3,3,0,0
710,2000,1,31,0,0,1,0,4,5,0,1
711,2000,0,37,0,0,0,1,2,2,1,0
712,2000,0,35,1,0,1,0,4,3,0,1
713,2000,0,37,0,0,1,0,1,4,0,0
714,2000,0,31,1,0,1,0,3,2,0,0
715,2000,0,47,1,1,0,0,3,3,1,0
716,2000,0,33,0,0,1,0,4,5,0,1
717,2000,0,42,1,0,1,0,4,3,0,1
718,2000,0,50,1,0,1,0,4,4,0,1
719,2000,0,52,0,1,0,0,2,3,0,0
720,2000,1,31,1,0,1,0,4,2,1,1
721,2000,0,47,0,0,1,0,3,4,1,0
722,2000,0,35,0,0,1,0,3,4,0,0
723,2000,1,27,0,0,1,0,4,3,1,1
724,2000,0,45,0,1,0,0,2,4,1,0
725,2000,1,43,1,0,1,0,2,3,0,0
726,2000,0,50,1,0,1,0,4,4,1,1
727,2000,0,18,1,1,0,0,2,3,0,0
728,2000,0,44,0,0,1,0,3,3,0,0
729,2000,0,53,0,0,1,0,3,4,0,0
730,2000,0,40,1,1,0,0,2,1,1,0
731,2000,0,53,1,0,1,0,4,3,1,1
732,2000,1,38,0,0,1,0,2,3,1,0
733,2000,1,30,1,0,1,0,4,2,1,1
734,2000,0,48,0,0,1,0,4,4,0,1
735,2000,1,40,0,0,1,0,3,3,0,0
736,2000,1,34,0,0,0,1,2,3,0,0
737,2000,0,41,0,1,0,0,2,2,1,0
738,2000,0,46,1,0,1,0,4,2,0,1
739,2000,1,42,0,0,1,0,4,2,0,1
740,2000,1,57,1,0,1,0,3,4,0,0
741,2000,1,24,1,0,1,0,3,1,0,0
742,2000,0,51,0,0,1,0,2,1,0,0
743,2000,0,59,1,0,1,0,2,1,0,0
744,2000,0,44,1,0,1,0,2,2,0,0
745,2000,0,53,1,0,1,0,4,3,1,1
746,2000,0,38,0,1,0,0,4,4,1,1
747,2000,0,49,1,1,0,0,4,3,1,1
748,2000,0,25,1,0,1,0,3,2,0,0
749,2000,1,58,0,0,1,0,2,2,0,0
750,2000,0,56,0,0,1,0,3,2,0,0
751,2000,1,46,1,0,1,0,4,4,0,1
752,2000,1,33,0,0,1,0,3,3,0,0
753,2000,0,50,0,0,1,0,4,4,0,1
754,2000,0,28,0,0,1,0,4,3,0,1
755,2000,0,21,0,0,1,0,3,4,0,0
756,2000,1,45,0,0,0,1,4,4,0,1
757,2000,0,25,1,0,0,1,2,3,0,0
758,2000,0,22,0,0,0,1,2,3,0,0
759,2000,0,18,1,0,0,1,2,3,0,0
760,2000,0,53,1,1,0,0,3,3,0,0
761,2000,0,45,0,0,1,0,2,2,0,0
762,2000,1,56,0,0,1,0,2,2,0,0
763,2000,0,39,1,0,1,0,3,2,1,0
764,2000,0,22,1,1,0,0,3,4,1,0
765,2000,0,56,0,1,0,0,3,3,0,0
766,2000,0,20,0,0,1,0,3,3,0,0
767,2000,0,21,1,0,1,0,3,4,0,0
768,2000,1,63,0,0,0,1,2,3,1,0
769,2000,1,37,1,0,1,0,4,3,1,1
770,2000,0,39,1,0,1,0,4,2,0,1
771,2000,1,41,0,0,1,0,2,3,0,0
772,2000,1,47,0,0,1,0,4,4,0,1
773,2000,1,44,0,0,1,0,4,4,0,1
774,2000,1,58,1,0,1,0,2,3,0,0
775,2000,0,27,1,0,1,0,4,4,0,1
776,2000,0,21,1,1,0,0,2,1,0,0
777,2000,0,39,1,1,0,0,2,1,1,0
778,2000,1,57,1,0,1,0,2,4,1,0
779,2000,0,33,1,1,0,0,2,1,1,0
780,2000,0,30,0,1,0,0,4,3,1,1
781,2000,0,65,0,0,1,0,4,5,0,1
782,2000,1,38,1,0,1,0,3,1,0,0
783,2000,0,35,1,0,1,0,3,4,0,0
784,2000,1,50,1,0,1,0,2,5,0,0
785,2000,0,39,1,0,0,1,3,5,1,0
786,2000,0,55,0,0,1,0,2,2,1,0
787,2000,1,63,1,0,1,0,2,1,1,0
788,2000,1,52,1,0,1,0,3,4,0,0
789,2000,0,28,1,1,0,0,3,2,0,0
790,2000,0,54,1,0,1,0,2,2,0,0
791,2000,1,33,0,0,1,0,3,4,1,0
792,2000,1,58,0,0,1,0,3,3,0,0
793,2000,1,32,0,0,1,0,4,4,0,1
794,2000,0,40,1,0,1,0,3,3,0,0
795,2000,1,38,0,0,1,0,4,5,1,1
796,2000,1,41,1,1,0,0,3,3,1,0
797,2000,0,32,1,0,1,0,4,3,0,1
798,2000,1,43,1,0,1,0,3,3,1,0
799,2000,1,58,0,0,1,0,3,3,0,0
800,2000,1,61,1,,0,0,2,1,1,0
801,2000,0,38,1,0,1,0,2,3,1,0
802,2000,0,35,1,1,0,0,2,3,0,0
803,2000,1,33,0,0,1,0,4,4,0,1
804,2000,1,51,0,0,1,0,4,4,0,1
805,2000,1,32,0,0,1,0,4,3,0,1
806,2000,0,38,1,0,0,1,4,4,0,1
807,2000,0,27,1,0,0,1,4,2,1,1
808,2000,0,38,0,1,0,0,2,2,1,0
809,2000,1,24,0,0,1,0,4,4,0,1
810,2000,0,27,1,1,0,0,3,1,1,0
811,2000,0,48,0,0,1,0,2,3,0,0
812,2000,0,26,1,0,1,0,4,4,0,1
813,2000,1,30,1,0,1,0,3,4,0,0
814,2000,0,40,0,1,0,0,4,2,0,1
815,2000,0,38,1,1,0,0,2,2,0,0
816,2000,0,50,1,0,1,0,4,4,0,1
817,2000,0,20,0,0,0,1,2,1,0,0
818,2000,1,41,0,0,1,0,4,5,0,1
819,2000,0,54,0,0,0,1,4,4,0,1
820,2000,1,39,1,0,0,1,3,3,0,0
821,2000,0,46,1,0,1,0,3,3,0,0
822,2000,0,37,1,0,0,1,3,4,0,0
823,2000,0,42,0,0,0,1,3,3,0,0
824,2000,0,40,0,1,0,0,3,4,0,0
825,2000,1,54,1,0,1,0,4,5,1,1
826,2000,0,39,0,0,1,0,4,2,0,1
827,2000,0,37,0,0,0,1,3,4,0,0
828,2000,1,63,0,0,1,0,4,2,0,1
829,2000,0,24,0,0,1,0,3,4,0,0
830,2000,0,33,0,0,1,0,2,3,0,0
831,2000,0,21,1,0,0,1,2,2,0,0
832,2000,0,22,1,1,0,0,2,1,0,0
833,2000,0,35,1,0,0,1,3,2,0,0
834,2000,0,30,1,1,0,0,3,1,0,0
835,2000,0,61,1,0,1,0,4,4,0,1
