state,statenum,year,malesuic,malepop,malesuicrate,femalesuic,femalepop,femalesuicrate,adultsuic,adultpop,adultsuicrate,lfp,unemp,rinc,pctrural,college,mormon,sobapt,catholic,protestant,blackper,unins,beercons,pctfemale
SD,42,1990,37,163446,22.637445,10,163330,6.1225739,47,326776,14.382941,61.799999,3.7,124.15455,50,17.200001,.73900002,1.05,20.620001,45.549999,.47368002,11.599999,21.5,51.913822
SD,42,1991,34,164713,20.641966,11,164195,6.6993513,45,328908,13.681638,62.599998,3.4000001,124.13363,49.799999,18.799999,.745,1.03,20.940001,45.169998,.51178002,9.8999996,21,51.85519
SD,42,1992,31,165737,18.704332,10,165102,6.0568619,41,330839,12.392735,62.299999,3.0999999,127.3129,49.599998,19.1,.75,1.01,21.26,44.790001,.56141001,15.000001,21.6,51.819427
SD,42,1993,55,167912,32.755253,10,167438,5.9723601,65,335350,19.382734,62.299999,3.5,127.42561,49.400002,19.4,.755,.99000001,21.59,44.41,.56682003,13,23.4,51.799305
SD,42,1994,44,170323,25.833269,10,170152,5.8770981,54,340475,15.860195,65.699997,3.3,130.89743,49.200001,17.299999,.76099998,.97000003,21.92,44.040001,.59540999,10,23.5,51.801155
SD,42,1995,42,172547,24.341194,10,172464,5.7983117,52,345011,15.071983,65.800003,2.9000001,128.53018,49,18.9,.76599997,.95999998,22.26,43.669998,.5632,9.3999996,23.6,51.797993
SD,42,1996,67,174442,38.40818,12,174669,6.8701372,79,349111,22.628906,66.699997,3.2,136.38623,48.799999,20.799999,.77200001,.94,22.6,43.299999,.63187003,9.5,23.5,51.809605
SD,42,1997,62,174164,35.598633,10,174580,5.7280331,72,348744,20.645517,65.400002,3.0999999,136.35513,48.599998,20.1,.77700001,.92000002,22.940001,42.939999,.65163004,11.8,24.299999,51.82346
SD,42,1998,61,174115,35.034317,8,174537,4.5835552,69,348652,19.790508,68.099998,2.9000001,143.88344,48.400002,21.799999,.78299999,.91000003,23.290001,42.580002,.68651003,14.300001,23.700001,51.838219
SD,42,1999,48,175518,27.347622,9,175977,5.1143045,57,351495,16.216448,68.199997,2.9000001,146.81873,48.200001,25.6,.78799999,.88999999,23.65,42.220001,.68212819,10.8,24.299999,51.842159
SD,42,2000,48,177315,27.070467,8,177685,4.5023499,56,355000,15.774648,67.699997,2.3,150.74332,48,25.700001,.79400003,.87,24.01,41.869999,.60000002,11.8,24.1,51.723206
TN,43,1990,317,1220296,25.977304,85,1301800,6.5294209,402,2522096,15.939124,54.200001,5.1999998,128.59985,39.099998,15.9,.31900001,27.450001,2.8,30.01,15.997089,13.7,21,53.425396
TN,43,1991,338,1240777,27.240995,96,1322852,7.2570477,434,2563629,16.929127,54,6.5999999,127.9956,38.799999,15.8,.32800001,27.17,2.8399999,29.07,16.015831,13.400001,21.5,53.405579
TN,43,1992,330,1260059,26.189249,86,1342200,6.4073911,416,2602259,15.986111,55.700001,6.4000001,133.33571,38.5,15.3,.338,26.9,2.8800001,28.15,16.06489,13.6,21.1,53.375252
TN,43,1993,334,1280584,26.08185,93,1363400,6.8211823,427,2643984,16.14987,56.299999,5.6999998,135.23183,38.200001,14.9,.347,26.620001,2.9200001,27.27,16.128149,13.2,21.9,53.345852
TN,43,1994,330,1306177,25.26457,85,1390418,6.1132693,415,2696595,15.389778,60.200001,4.8000002,137.82726,38,16.200001,.35699999,26.360001,2.96,26.41,16.13438,10.2,21.4,53.30751
TN,43,1995,362,1333851,27.139463,83,1419693,5.8463345,445,2753544,16.160992,60.299999,5.1999998,140.74147,37.700001,17.799999,.36700001,26.09,3,25.58,16.09697,14.8,21.700001,53.262669
TN,43,1996,372,1363457,27.283588,94,1451534,6.4759073,466,2814991,16.554228,60.799999,5.1999998,140.35692,37.400002,19.5,.37799999,25.83,3.04,24.780001,16.095329,15.2,21.6,53.221066
TN,43,1997,390,1386998,28.11828,123,1479333,8.314558,513,2866331,17.897444,59.099998,5.4000001,142.1433,37.099998,17.1,.38800001,25.57,3.0799999,24,16.092781,13.6,21.5,53.215809
TN,43,1998,419,1405638,29.808529,120,1499008,8.0052938,539,2904646,18.556479,59.200001,4.1999998,147.8589,36.900002,16.9,.39899999,25.309999,3.1300001,23.25,16.148849,13,21.4,53.19339
TN,43,1999,407,1423963,28.582203,114,1517889,7.5104308,521,2941852,17.709932,59.700001,4,148.39735,36.599998,17.700001,.41100001,25.049999,3.1700001,22.52,16.648432,10.3,21.5,53.163235
TN,43,2000,389,1437374,27.063242,116,1530169,7.580862,505,2967543,17.017445,59.099998,3.9000001,150.67363,36.299999,22,.42199999,24.799999,3.21,21.809999,16.4,10.3,21.299999,53.047897
TX,44,1990,1068,4224173,25.283056,323,4305532,7.5019765,1391,8529705,16.307714,58.400002,6.1999998,133.48126,19.700001,20.4,.65200001,19.110001,20.959999,22.5,12.06699,21.1,27.5,51.989319
TX,44,1991,1104,4309712,25.61656,307,4394202,6.9864788,1411,8703914,16.211098,58.700001,6.5999999,132.81938,19.5,21.1,.66100001,18.860001,20.950001,21.690001,12.07421,22.1,27.5,51.99279
TX,44,1992,1122,4395856,25.524038,313,4479524,6.9873495,1435,8875380,16.168322,59.299999,7.5,135.62366,19.200001,21.6,.66900003,18.620001,20.940001,20.91,12.06581,22.400002,27.6,51.967854
TX,44,1993,1127,4490250,25.098825,301,4575130,6.5790482,1428,9065380,15.752235,59.200001,7,135.95155,19,22.1,.67799997,18.389999,20.93,20.16,12.07427,21.799999,29,51.938801
TX,44,1994,1192,4585361,25.995771,329,4670135,7.044764,1521,9255496,16.433479,60.099998,6.4000001,137.24022,18.799999,20.799999,.68699998,18.15,20.92,19.440001,12.07081,24.200001,27.700001,51.905155
TX,44,1995,1108,4689835,23.625565,332,4777636,6.9490433,1440,9467471,15.209975,60,6,139.16667,18.5,22,.69599998,17.92,20.91,18.74,12.11242,24.5,28.5,51.875954
TX,44,1996,1173,4775445,24.563156,288,4868494,5.9155869,1461,9643939,15.149411,59.700001,5.5999999,141.28107,18.299999,21.9,.70499998,17.690001,20.9,18.059999,12.11414,24.299999,28.1,51.861362
TX,44,1997,1105,4869274,22.693321,335,4967311,6.7440915,1440,9836585,14.639227,60.099998,5.4000001,148.01247,18.1,22.4,.71399999,17.459999,20.889999,17.42,12.0905,24.5,28.200001,51.846016
TX,44,1998,1087,4960047,21.915115,303,5064059,5.9833426,1390,10024106,13.866573,60.200001,4.8000002,155.81595,17.799999,23.299999,.72299999,17.24,20.879999,16.790001,12.06576,24.5,27.1,51.839863
TX,44,1999,1037,5049382,20.537167,313,5158831,6.067266,1350,10208213,13.224646,60.299999,4.5999999,157.40697,17.6,24.4,.73299998,17.02,20.870001,16.190001,12.322889,22,27.1,51.831161
TX,44,2000,1075,5159031,20.837246,307,5265506,5.830399,1382,10424537,13.257183,59.400002,4.1999998,161.16144,17.4,23.9,.74199998,16.799999,20.860001,15.61,11.5,21.5,27.1,51.724087
UT,45,1990,125,373057,33.506943,29,376788,7.6966357,154,749845,20.537579,60.700001,4.3000002,114.63657,13,22.200001,71.408997,.81999999,3.8299999,3.0999999,.70208001,9,13,51.395267
UT,45,1991,135,384146,35.142887,40,387548,10.321302,175,771694,22.677383,61.299999,4.9000001,114.47871,12.9,22.299999,70.870003,.80000001,3.8800001,3.0799999,.71881998,13.799999,12.8,51.357494
UT,45,1992,121,397478,30.441936,29,400622,7.2387438,150,798100,18.794638,61.099998,4.9000001,115.58803,12.7,22.5,70.334999,.76999998,3.9300001,3.0599999,.73866004,11.7,12.7,51.311367
UT,45,1993,135,410230,32.908367,30,413673,7.2521048,165,823903,20.026628,63.5,3.9000001,116.47059,12.6,22.700001,69.804001,.74000001,3.97,3.04,.75057,11.3,12.7,51.291317
UT,45,1994,139,423524,32.819862,36,426980,8.4313078,175,850504,20.576035,64.900002,3.7,119.01485,12.5,22.799999,69.277,.72000003,4.02,3.02,.78205997,11.5,13.2,51.262402
UT,45,1995,141,434500,32.451092,42,438231,9.5839863,183,872731,20.96866,61.200001,3.5999999,121.44357,12.3,24,68.753998,.69999999,4.0700002,3,.80209005,11.7,13,51.237942
UT,45,1996,146,445516,32.770988,31,449611,6.8948493,177,895127,19.773731,61.599998,3.5,124.37222,12.2,25.6,68.235001,.67000002,4.1199999,2.97,.81474,12,12.9,51.236958
UT,45,1997,133,453789,29.308775,48,458162,10.476644,181,911951,19.847557,62.5,3.0999999,128.4299,12.1,26.700001,67.720001,.64999998,4.1700001,2.95,.84207004,13.400001,12.9,51.227467
UT,45,1998,179,459126,38.987118,43,463742,9.272397,222,922868,24.055445,63.299999,3.8,132.47853,11.9,27.6,67.209,.63,4.23,2.9300001,.86334002,13.9,12.4,51.22612
UT,45,1999,153,465572,32.862801,33,470311,7.0166335,186,935883,19.874279,63.299999,3.7,133.88356,11.8,27.9,66.700996,.61000001,4.2800002,2.9100001,.8920188,13.2,13.2,51.213749
UT,45,2000,134,474489,28.240908,62,478660,12.952826,196,953149,20.563417,62.700001,3.2,136.09756,11.7,26.4,66.197998,.58999997,4.3299999,2.9000001,.80000001,13.400001,12.9,51.126816
VT,47,1990,40,144206,27.738096,11,147430,7.4611678,51,291636,17.487553,63.599998,5,138.07957,67.800003,24.299999,.505,.15000001,25.48,14.63,.35021001,9.5,27.799999,52.281506
VT,47,1991,48,145352,33.023281,10,148403,6.7384081,58,293755,19.744345,63.799999,6.4000001,133.41409,67.199997,28.4,.505,.15000001,25.360001,14.44,.35687,12.700001,27,52.233143
VT,47,1992,45,146841,30.645391,5,149680,3.3404596,50,296521,16.862211,66,6.5999999,136.87811,66.5,25.6,.50400001,.15000001,25.24,14.24,.39483002,9.3999996,26,52.150406
VT,47,1993,48,148881,32.240513,12,151439,7.9239826,60,300320,19.978689,66.400002,5.4000001,136.03461,65.900002,23.1,.50400001,.16,25.110001,14.05,.48108,11.900001,26.1,52.071392
VT,47,1994,19,151582,12.53447,10,154019,6.4927053,29,305601,9.4894981,64.900002,4.6999998,137.51012,65.300003,27.700001,.50300002,.16,24.99,13.86,.45824,8.6000004,25,52.017696
VT,47,1995,32,154454,20.718143,9,156834,5.7385516,41,311288,13.171082,65.300003,4.1999998,138.68111,64.699997,30.299999,.50300002,.16,24.870001,13.67,.48210001,13.2,23.9,51.953686
VT,47,1996,45,157340,28.600483,3,159720,1.878287,48,317060,15.139091,66.300003,4.5999999,140.3378,64.099998,27.1,.50199997,.16,24.74,13.49,.52424997,11.1,23.700001,51.917583
VT,47,1997,43,159772,26.913351,11,162151,6.7838001,54,321923,16.774197,66.599998,4,143.46417,63.5,23.700001,.50099999,.16,24.620001,13.31,.51109999,9.5,23.299999,51.878422
VT,47,1998,47,161224,29.151987,11,163550,6.7257719,58,324774,17.858572,66.099998,3.4000001,150.59509,62.900002,27.1,.50099999,.16,24.5,13.13,.52142,9.8999996,22.799999,51.842159
VT,47,1999,29,163040,17.787046,10,165243,6.0516934,39,328283,11.879993,66.5,3,153.19328,62.299999,28.299999,.5,.16,24.379999,12.95,.50505048,11.1,23.299999,51.791008
VT,47,2000,46,164616,27.943821,6,166591,3.6016352,52,331207,15.700151,65.300003,2.9000001,155.91173,61.700001,28.799999,.5,.17,24.26,12.77,.5,10.599999,22.5,51.665516
VA,46,1990,419,1630410,25.699057,115,1675993,6.8616037,534,3306403,16.150482,62.400002,4.3000002,157.05432,30.6,24.5,.67699999,11.95,6.1799998,27.73,18.900928,15.700001,23.5,52.31358
VA,46,1991,426,1656501,25.716858,121,1703419,7.1033611,547,3359920,16.280149,64.199997,5.8000002,154.42731,30.200001,23,.68400002,11.84,6.3800001,26.75,19.04085,16.300001,23.299999,52.319546
VA,46,1992,417,1691705,24.649687,100,1736181,5.759768,517,3427886,15.082182,63.200001,6.4000001,155.79472,29.799999,24.4,.69099998,11.73,6.5900002,25.799999,19.235439,14.5,23.6,52.265785
VA,46,1993,395,1718893,22.979906,97,1766577,5.4908447,492,3485470,14.115744,62.700001,5,156.51212,29.4,25.799999,.69800001,11.63,6.8099999,24.879999,19.36359,13,24,52.273548
VA,46,1994,418,1745008,23.954044,120,1796359,6.6801791,538,3541367,15.191874,62.900002,4.9000001,158.61673,29.1,26.4,.70499998,11.52,7.0300002,24,19.474319,12,23,52.289276
VA,46,1995,418,1767848,23.644567,117,1824128,6.4140234,535,3591976,14.894309,63,4.5,158.80577,28.700001,26,.713,11.41,7.2600002,23.15,19.555479,13.500001,22.5,52.30611
VA,46,1996,398,1793230,22.194588,126,1853144,6.7992558,524,3646374,14.37044,60.799999,4.4000001,160.43977,28.299999,26.299999,.72000003,11.31,7.5,22.33,19.622,12.5,22.200001,52.311981
VA,46,1997,385,1813531,21.229303,109,1878653,5.8020296,494,3692184,13.379615,60.700001,4,164.39252,28,28,.727,11.21,7.75,21.530001,19.69212,12.6,21.4,52.335125
VA,46,1998,431,1823624,23.634258,133,1891773,7.0304418,564,3715397,15.180074,60.099998,2.9000001,171.58282,27.6,30.299999,.73500001,11.11,8,20.77,19.774691,14.1,20.700001,52.338333
VA,46,1999,434,1845119,23.521519,132,1914830,6.8935623,566,3759949,15.053395,60.599998,2.8,175.86435,27.299999,31.6,.74299997,11,8.2600002,20.030001,20.151318,13,20.6,52.313072
VA,46,2000,392,1875636,20.899578,131,1943302,6.7411036,523,3818938,13.694907,61.299999,2.2,180.72009,26.9,31.9,.75,10.9,8.5299997,19.32,19.6,12.700001,20.5,52.238091
WA,48,1990,331,1268838,26.086861,94,1265842,7.4258871,425,2534680,16.767403,61.299999,4.9000001,153.15225,23.6,22.9,3.072,1.23,10.74,17.059999,3.1451299,11.4,21.9,51.411236
WA,48,1991,320,1309002,24.446104,102,1305920,7.8105855,422,2614922,16.138149,59.400002,6.3000002,153.08369,23,26,3.066,1.21,10.87,16.889999,3.1700802,10.400001,21.700001,51.384628
WA,48,1992,345,1347790,25.59746,98,1342545,7.2995691,443,2690335,16.466351,60.799999,7.5,155.55951,22.299999,26.9,3.0599999,1.1900001,11,16.73,3.2167201,10.2,21.9,51.345627
WA,48,1993,354,1384464,25.569462,94,1378946,6.8168006,448,2763410,16.211855,60.900002,7.5,154.2007,21.700001,27.9,3.0539999,1.17,11.14,16.57,3.2137599,12.6,22.4,51.314629
WA,48,1994,367,1412337,25.9853,98,1407003,6.9651594,465,2819340,16.493221,59.799999,6.4000001,154.83131,21.200001,25.1,3.0480001,1.16,11.27,16.42,3.2591298,12.700001,21.6,51.299389
WA,48,1995,404,1444162,27.974701,106,1437042,7.3762631,510,2881204,17.700933,60.599998,6.4000001,155.24934,20.6,26.5,3.0420001,1.14,11.41,16.26,3.31072,12.4,22.1,51.238354
WA,48,1996,431,1468313,29.353415,112,1459906,7.6717267,543,2928219,18.543695,61.099998,6.5,159.43275,20,25.6,3.036,1.12,11.55,16.1,3.38253,13.500001,21,51.194756
WA,48,1997,390,1494821,26.09008,98,1486051,6.5946593,488,2980872,16.371048,62.099998,4.8000002,164.91589,19.5,26.1,3.03,1.1,11.69,15.95,3.4439001,11.4,20.9,51.161777
WA,48,1998,358,1514592,23.636728,105,1507599,6.9647169,463,3022191,15.320011,62.599998,4.8000002,173.5276,19,28.1,3.0239999,1.09,11.83,15.8,3.43678,12.3,20.299999,51.16806
WA,48,1999,414,1530551,27.049082,118,1524212,7.7417054,532,3054763,17.415426,63.299999,4.6999998,178.9856,18.5,28.6,3.0190001,1.0700001,11.97,15.65,3.5441279,13.799999,20.1,51.159523
WA,48,2000,389,1546469,25.154078,106,1537959,6.8922515,495,3084428,16.048357,62.599998,5.1999998,181.35889,18,28.6,3.013,1.05,12.12,15.5,3.2,13.3,20,51.065689
WV,50,1990,112,438014,25.56996,26,466885,5.5688233,138,904899,15.25032,43.5,8.3000002,111.54552,63.900002,12.3,.45199999,2.4100001,6.0500002,32.34,3.1476502,13.799999,19.9,53.552891
WV,50,1991,117,439865,26.59907,26,468037,5.5551162,143,907902,15.750599,44.200001,10.5,111.70338,62.799999,11.9,.461,2.4100001,6.0300002,31.76,3.1339898,15.700001,20.1,53.513676
WV,50,1992,116,442100,26.238407,30,469339,6.3919683,146,911439,16.018625,43.700001,11.3,114.81824,61.799999,12,.47,2.4100001,6.0100002,31.18,3.1186202,15.4,20.200001,53.466328
WV,50,1993,138,445432,30.981159,32,472023,6.7793307,170,917455,18.52952,45,10.8,115.65398,60.700001,12.2,.479,2.4100001,5.9899998,30.610001,3.13585,18.299999,21.700001,53.400715
WV,50,1994,133,448305,29.667303,26,474720,5.4769125,159,923025,17.225969,46.5,8.8999996,117.37517,59.700001,11.4,.48800001,2.4100001,5.96,30.049999,3.1518798,16.200001,21.5,53.370159
WV,50,1995,146,449938,32.448914,28,476235,5.8794503,174,926173,18.786987,46.299999,7.9000001,117.33596,58.700001,12.7,.498,2.4100001,5.9400001,29.51,3.1756301,15.299999,21,53.34449
WV,50,1996,137,454157,30.165779,38,480575,7.9071946,175,934732,18.721943,47.700001,7.5,118.08158,57.700001,14.2,.50800002,2.4100001,5.9200001,28.969999,3.13873,14.900001,21.6,53.310005
WV,50,1997,136,457087,29.753635,32,483685,6.6158762,168,940772,17.857674,47.799999,6.9000001,120.56698,56.799999,14.7,.51800001,2.4100001,5.9000001,28.440001,3.1718802,17.200001,21.4,53.268509
WV,50,1998,121,459410,26.338129,25,486154,5.1424036,146,945564,15.44052,47.799999,6.5999999,124.13497,55.799999,16.299999,.528,2.4100001,5.8699999,27.93,3.1979401,17.200001,20.9,53.258991
WV,50,1999,124,462124,26.832624,21,489009,4.2943993,145,951133,15.244976,49.099998,6.5999999,124.23169,54.900002,17.9,.53799999,2.4100001,5.8499999,27.42,3.0990591,15.6,21,53.24506
WV,50,2000,140,465241,30.09193,30,491916,6.0986023,170,957157,17.760931,51.299999,5.5,126.23693,54,15.3,.54900002,2.4100001,5.8299999,26.92,3.2,14.300001,21,53.120377
WI,49,1990,294,1208762,24.322407,76,1227850,6.1896811,370,2436612,15.185019,63.200001,4.4000001,138.88293,34.299999,17.700001,.235,.22,31.690001,31.49,5.0589099,6.7000003,31.5,52.272408
WI,49,1991,286,1229474,23.26198,65,1247590,5.2100449,351,2477064,14.170001,63.099998,5.4000001,137.0558,34,20.5,.242,.22,31.68,31.059999,5.1364102,8,31,52.223621
WI,49,1992,280,1248848,22.420664,82,1265508,6.4796114,362,2514356,14.397325,64.900002,5.0999999,141.05489,33.700001,20.200001,.249,.23,31.66,30.629999,5.1997299,9,30.200001,52.170296
WI,49,1993,284,1269203,22.376247,67,1284331,5.2167239,351,2553534,13.745656,65.900002,4.6999998,142,33.5,20,.25600001,.23,31.65,30.200001,5.2547297,8.6999998,30.5,52.117508
WI,49,1994,311,1285289,24.196892,77,1300125,5.9225073,388,2585414,15.007268,67.199997,4.6999998,145.33063,33.200001,20.9,.264,.23999999,31.639999,29.780001,5.32514,8.9000006,29,52.074821
WI,49,1995,312,1303440,23.936661,74,1317948,5.614789,386,2621388,14.725023,68.199997,3.7,146.75197,32.900002,20.6,.271,.23999999,31.629999,29.370001,5.3777003,7.2999997,28.1,52.033859
WI,49,1996,306,1321682,23.152317,65,1336066,4.8650293,371,2657748,13.959187,69.599998,3.5,148.50861,32.700001,24,.27900001,.25,31.610001,28.969999,5.4445801,8.3999996,28.299999,51.998173
WI,49,1997,290,1329654,21.810184,75,1344160,5.5796928,365,2673814,13.650912,69.699997,3.7,152.5296,32.400002,22.4,.28799999,.25,31.6,28.559999,5.4658098,8,28.299999,51.968975
WI,49,1998,323,1334795,24.198473,91,1349155,6.7449627,414,2683950,15.425027,69,3.4000001,159.53374,32.099998,22.299999,.296,.25999999,31.59,28.17,5.48564,11.8,28,51.953423
WI,49,1999,294,1344049,21.874203,92,1358403,6.7726588,386,2702452,14.283325,67.199997,3,161.27852,31.9,23.6,.30500001,.25999999,31.58,27.780001,5.5809522,10,27.6,51.932861
WI,49,2000,308,1358723,22.668344,83,1371298,6.0526595,391,2730021,14.322234,68.300003,3.5,163.18234,31.6,23.799999,.31400001,.27000001,31.559999,27.389999,5.6999998,7.1000004,28.4,51.795433
WY,51,1990,39,115368,33.804867,8,113028,7.0778923,47,228396,20.578295,64.199997,5.4000001,137.60521,35,18.799999,10.093,4.1199999,13.13,20.25,.82157004,12.5,24.5,50.804871
WY,51,1991,35,116314,30.090961,9,113554,7.9257445,44,229868,19.14142,61.700001,5.0999999,138.06902,35,21,10.037,4.0500002,13.41,19.92,.81975001,11.3,23.6,50.699806
WY,51,1992,40,117739,33.97345,6,114674,5.2322235,46,232413,19.792353,62.400002,5.5999999,138.51746,35,19.700001,9.9799995,3.98,13.71,19.59,.85575002,11.8,23,50.633293
WY,51,1993,49,119012,41.172318,10,115670,8.6452837,59,234682,25.140402,62.099998,5.4000001,139.19031,34.900002,18.4,9.9239998,3.9100001,14,19.27,.82420993,15.000001,25.1,50.554405
WY,51,1994,51,120741,42.239174,16,117061,13.668088,67,237802,28.1747,63.900002,5.3000002,139.85155,34.900002,16.799999,9.868,3.8399999,14.31,18.959999,.81241,15.4,24.700001,50.481163
WY,51,1995,37,121910,30.350258,6,118120,5.0795803,43,240030,17.914427,64.099998,4.8000002,139.2126,34.900002,21.200001,9.8129997,3.77,14.62,18.65,.82050997,15.9,24.700001,50.459831
WY,51,1996,43,122671,35.053108,10,118913,8.4095097,53,241584,21.93854,63.5,5,138.50861,34.900002,24.200001,9.7580004,3.71,14.94,18.34,.82459998,13.500001,24.299999,50.455696
WY,51,1997,48,122763,39.099728,10,119027,8.4014549,58,241790,23.987759,62,5.0999999,145.54517,34.799999,22.200001,9.7030001,3.6500001,15.26,18.040001,.79702002,15.5,25,50.430183
WY,51,1998,47,123032,38.201443,10,119356,8.3782969,57,242388,23.516016,63.200001,4.8000002,151.61963,34.799999,19.799999,9.6479998,3.5799999,15.59,17.75,.83117998,16.9,23.700001,50.447571
WY,51,1999,33,123533,26.713511,18,119848,15.019024,51,243381,20.9548,64.300003,4.9000001,155.97839,34.799999,22.299999,9.5939999,3.52,15.93,17.459999,.83333325,15.099999,24.6,50.45734
WY,51,2000,47,124673,37.69862,11,120978,9.0925627,58,245651,23.610733,65.099998,3.9000001,158.9547,34.799999,20.6,9.54,3.46,16.280001,17.17,.80000001,14.300001,24.6,50.366516
