state,statenum,year,malesuic,malepop,malesuicrate,femalesuic,femalepop,femalesuicrate,adultsuic,adultpop,adultsuicrate,lfp,unemp,rinc,pctrural,college,mormon,sobapt,catholic,protestant,blackper,unins,beercons,pctfemale
NV,34,1996,199,443276,44.893024,40,416736,9.598403,239,860012,27.79031,60.799999,5.4000001,165.73615,9.6000004,19,6.3509998,2.0999999,14.9,6.3800001,7.1257701,15.6,35.099998,49.359997
NV,34,1997,223,463494,48.112812,64,436087,14.675971,287,899581,31.903742,61.900002,4.0999999,166.90965,9.1999998,19.9,6.2069998,2.0799999,15.27,6.1999998,7.1337605,17.5,35.099998,49.352837
NV,34,1998,209,478099,43.714794,69,449870,15.337764,278,927969,29.957897,62.400002,4.3000002,172.20245,8.8999996,20.6,6.0650001,2.05,15.65,6.04,7.2273002,21.199999,34.299999,49.344364
NV,34,1999,218,491872,44.320473,53,462735,11.45364,271,954607,28.388645,61.700001,4.4000001,172.78511,8.6000004,20.200001,5.927,2.02,16.040001,5.8699999,7.7390828,18.299999,35.200001,49.329575
NV,34,2000,237,510832,46.394901,53,480080,11.039826,290,990912,29.265968,63,4.0999999,171.34727,8.3000002,19.299999,5.7919998,1.99,16.440001,5.71,6.8000002,15.6,34.400002,49.241451
NH,31,1990,76,294361,25.818638,21,297022,7.0701833,97,591383,16.402229,65.199997,5.5999999,158.40092,49,24.299999,.417,.25,26.700001,11.06,.66403997,9.8999996,34.700001,51.943111
NH,31,1991,67,292405,22.913425,21,295915,7.0966325,88,588320,14.957846,65.300003,7.1999998,156.1674,48.099998,26.4,.42500001,.25,27.42,11,.60398996,10.1,34.099998,52.014523
NH,31,1992,66,294356,22.421829,14,297249,4.709856,80,591605,13.522536,64.900002,7.5,157.19885,47.200001,26.4,.43399999,.25,28.15,10.93,.61221004,12.6,33.299999,51.957439
NH,31,1993,72,298021,24.15937,25,300473,8.3202152,97,598494,16.207348,64.5,6.5999999,154.85121,46.299999,26.4,.44299999,.25999999,28.91,10.87,.62020004,12.5,32.900002,51.896202
NH,31,1994,68,302209,22.500984,23,304581,7.5513573,91,606790,14.996951,65.599998,4.5999999,159.39272,45.5,26.200001,.45300001,.25999999,29.68,10.81,.65619999,11.900001,32.900002,51.841881
NH,31,1995,81,307988,26.299726,12,310264,3.8676739,93,618252,15.04241,65.300003,4,162.40158,44.599998,25.799999,.46200001,.25999999,30.48,10.75,.66086,10,32.200001,51.773041
NH,31,1996,69,314983,21.905945,26,317085,8.1996937,95,632068,15.030028,62.900002,4.0999999,164.00893,43.799999,27.6,.472,.25999999,31.290001,10.69,.69019997,9.5,32.400002,51.710743
NH,31,1997,74,319803,23.139246,27,321803,8.3902264,101,641606,15.741748,64.900002,3.0999999,169.70717,43,27,.48199999,.27000001,32.130001,10.63,.70396,11.8,31,51.654552
NH,31,1998,80,322458,24.809433,24,324399,7.3982964,104,646857,16.077742,66.099998,2.9000001,179.06136,42.200001,26.6,.49200001,.27000001,32.990002,10.57,.70648998,11.3,31,51.638309
NH,31,1999,73,326129,22.383781,18,327859,5.4901648,91,653988,13.914628,66.199997,2.7,182.62305,41.400002,27.200001,.50199997,.27000001,33.880001,10.51,.74937546,9.1999998,31.1,51.607304
NH,31,2000,76,333277,22.803854,22,334452,6.5779243,98,667729,14.676613,66.699997,2.8,192.61905,40.700001,30.1,.51200002,.27000001,34.779999,10.45,.70000005,6.8999996,31.299999,51.420681
NJ,32,1990,300,2013610,14.898615,69,2113337,3.2649786,369,4126947,8.9412346,57.900002,5,189.34966,10.6,24.799999,.152,.14,41.080002,14.02,13.91708,10,21.5,53.041203
NJ,32,1991,294,2022756,14.534625,67,2122569,3.1565523,361,4145325,8.7086058,57.400002,6.5999999,183.95741,10,26.200001,.15899999,.15000001,41.009998,13.52,14.01964,10.8,20.9,53.031921
NJ,32,1992,264,2033537,12.982306,56,2132215,2.6263769,320,4165752,7.6816864,57,8.3999996,188.30363,9.3000002,27,.16599999,.15000001,40.939999,13.04,14.118489,13,20.5,53.006607
NJ,32,1993,279,2042250,13.661403,71,2141003,3.3162026,350,4183253,8.3666945,56.400002,7.4000001,185.80623,8.8000002,27.9,.17299999,.16,40.869999,12.57,14.1735,13.7,21,52.996094
NJ,32,1994,312,2050390,15.216618,81,2149411,3.7684743,393,4199801,9.3575859,57.400002,6.8000002,185.91768,8.1999998,28.1,.18099999,.17,40.799999,12.13,14.22613,13,19.9,52.974937
NJ,32,1995,314,2063043,15.220236,70,2162368,3.2371919,384,4225411,9.0878735,58.700001,6.4000001,189.31102,7.6999998,27.9,.189,.17,40.73,11.69,14.24589,14.200001,19.5,52.938663
NJ,32,1996,315,2078894,15.152287,87,2179796,3.9911993,402,4258690,9.4395227,59.5,6.1999998,192.89993,7.3000002,28.299999,.198,.18000001,40.66,11.28,14.2675,16.699999,19.4,52.930294
NJ,32,1997,323,2096874,15.403882,92,2199334,4.1830845,415,4296208,9.6596813,59.700001,5.0999999,197.6324,6.8000002,28.5,.207,.19,40.580002,10.88,14.29975,16.5,19,52.908218
NJ,32,1998,305,2110904,14.448786,82,2214568,3.7027538,387,4325472,8.9470005,59.099998,4.5999999,206.38037,6.4000001,30.1,.21600001,.2,40.509998,10.49,14.361199,16.4,18.700001,52.882278
NJ,32,1999,302,2127185,14.197166,86,2232255,3.8526065,388,4359440,8.9002256,59.5,4.5999999,207.81512,6,30.5,.22499999,.20999999,40.439999,10.12,14.699742,11.900001,18.299999,52.853333
NJ,32,2000,315,2137517,14.736725,83,2240946,3.703793,398,4378463,9.0899477,58.400002,3.8,215.55168,5.5999999,30.1,.236,.20999999,40.369999,9.7600002,13.6,12.6,18,52.811188
NM,33,1990,133,369201,36.023739,40,382300,10.462987,173,751501,23.020596,54.200001,6.3000002,114.33818,27,20.4,2.5910001,10.44,30.719999,14.21,2.0904901,22.200001,27.799999,51.923203
NM,33,1991,140,376727,37.162189,38,389368,9.7594051,178,766095,23.234716,54.900002,6.9000001,114.98531,26.799999,21.6,2.563,10.07,31.280001,13.82,2.1724601,21.5,27.200001,51.881981
NM,33,1992,144,385167,37.386379,39,397472,9.8120117,183,782639,23.382427,53.5,6.8000002,115.9943,26.6,21.9,2.5350001,9.7200003,31.85,13.43,2.25965,19.300001,27.9,51.870079
NM,33,1993,134,391544,34.223484,53,404310,13.108753,187,795854,23.496773,54.599998,7.5,117.64014,26.4,22.200001,2.507,9.3699999,32.43,13.05,2.31444,22,27.200001,51.875931
NM,33,1994,153,402191,38.041626,44,414945,10.603815,197,817136,24.108593,55,6.3000002,119.00135,26.200001,24.1,2.4790001,9.04,33.02,12.69,2.3534601,23.1,27.1,51.840637
NM,33,1995,153,409945,37.322079,36,423298,8.5046473,189,833243,22.682459,55.599998,6.3000002,120.96457,25.9,21.4,2.4519999,8.7200003,33.630001,12.33,2.3945401,25.6,26.700001,51.816685
NM,33,1996,173,417302,41.456787,42,431133,9.7417736,215,848435,25.340775,55.200001,8.1000004,120.86679,25.700001,20.799999,2.425,8.4099998,34.240002,11.99,2.4457102,22.300001,27.299999,51.819271
NM,33,1997,157,420071,37.374634,44,434702,10.121877,201,854773,23.515015,56.5,6.1999998,122.37383,25.5,23.6,2.3989999,8.1199999,34.869999,11.65,2.4935501,22.6,27.299999,51.832794
NM,33,1998,169,423549,39.900932,30,438893,6.8353791,199,862442,23.074015,57.599998,6.1999998,126.07976,25.299999,23.1,2.372,7.8299999,35.509998,11.33,2.51162,21.1,27.4,51.823616
NM,33,1999,165,426064,38.726578,41,441978,9.2764797,206,868042,23.731571,55.299999,5.5999999,125.7443,25.1,24.5,2.346,7.5500002,36.150002,11.01,2.6436782,24.1,27.200001,51.808399
NM,33,2000,153,429163,35.650791,50,445004,11.235854,203,874167,23.222107,57.200001,4.9000001,127.35773,24.9,23.6,2.3199999,7.2800002,36.82,10.7,1.9,23.800001,27.1,51.828838
NY,35,1990,781,4545554,17.181623,238,4870972,4.8860884,1019,9416526,10.821401,53.099998,5.1999998,178.20964,15.7,23.1,.16599999,.13,40.400002,14.56,17.058399,12.1,20.9,53.610867
NY,35,1991,825,4558672,18.097376,233,4880419,4.7741804,1058,9439091,11.208707,52.5,7.1999998,174.88986,15.3,23.4,.17200001,.13,40.34,14.05,17.07666,12.3,20.700001,53.57362
NY,35,1992,773,4576485,16.890692,207,4895025,4.2287831,980,9471510,10.346819,52.700001,8.5,177.99002,15,23.799999,.17900001,.13,40.27,13.57,17.08198,13.500001,20,53.530067
NY,35,1993,758,4598173,16.484808,170,4914037,3.4594774,928,9512210,9.7558823,53.400002,7.6999998,174.83044,14.7,24.200001,.185,.13,40.209999,13.1,17.10627,13.9,20.4,53.484375
NY,35,1994,761,4608436,16.513195,211,4926111,4.2832975,972,9534547,10.194507,53.200001,6.9000001,174.93927,14.3,25.1,.192,.13,40.139999,12.65,17.138929,16,19.6,53.465347
NY,35,1995,719,4615198,15.578963,190,4935078,3.8499899,909,9550276,9.5180492,52.799999,6.3000002,178.23491,14,26.299999,.199,.13,40.080002,12.22,17.158239,15.2,18.799999,53.441292
NY,35,1996,734,4633702,15.840466,174,4957549,3.509799,908,9591251,9.4669609,53.900002,6.1999998,182.065,13.7,25.6,.206,.13,40.02,11.79,17.15299,17,18.700001,53.416412
NY,35,1997,754,4647921,16.222307,202,4975688,4.0597401,956,9623609,9.9339027,55.5,6.4000001,184.85982,13.4,25.799999,.213,.13,39.950001,11.39,17.16716,17.5,18.1,53.393482
NY,35,1998,742,4665776,15.903035,169,4996743,3.3822031,911,9662519,9.4281836,55.799999,5.5999999,193.11656,13.1,26.799999,.221,.13,39.889999,11,17.18948,17.299999,17.799999,53.300827
NY,35,1999,645,4686320,13.763465,164,5020963,3.2663057,809,9707283,8.3339491,55.799999,5.1999998,195.58824,12.8,26.9,.229,.13,39.830002,10.62,17.706215,15.099999,17.6,53.206696
NY,35,2000,612,4686994,13.057409,144,5016612,2.8704631,756,9703606,7.7909184,56.099998,4.5999999,201.446,12.5,28.700001,.237,.13,39.759998,10.25,15.9,15.2,17.299999,53.367458
NC,28,1990,485,1675734,28.942541,126,1763323,7.1455994,611,3439057,17.766499,60.200001,4.0999999,132.73145,49.599998,17.4,.49599999,21.700001,2.24,34.759998,22.0746,13.799999,20,53.119778
NC,28,1991,416,1707688,24.360422,137,1793773,7.6375327,553,3501461,15.793407,60.599998,5.8000002,130.57269,48.5,18.5,.49700001,21.379999,2.3699999,33.110001,22.03462,14.900001,20.1,53.076607
NC,28,1992,417,1729424,24.112074,114,1813506,6.2861662,531,3542930,14.987595,61,5.9000001,134.9893,47.400002,18.5,.498,21.07,2.51,31.540001,22.005131,13.799999,20.299999,53.039612
NC,28,1993,394,1760898,22.374947,99,1847925,5.3573604,493,3608823,13.660964,60.599998,4.9000001,136.8166,46.400002,18.5,.49900001,20.76,2.6500001,30.040001,21.93545,14,20.9,53.03968
NC,28,1994,441,1795002,24.568218,116,1885143,6.1533794,557,3680145,15.135273,60.400002,4.4000001,138.75169,45.299999,19,.50099999,20.459999,2.8,28.620001,21.828369,13.3,20.200001,53.034538
NC,28,1995,437,1836581,23.794212,146,1929415,7.5670605,583,3765996,15.480633,59.799999,4.3000002,140.82677,44.299999,20.6,.50199997,20.16,2.96,27.26,21.704861,14.300001,20.700001,53.011929
NC,28,1996,449,1877945,23.909113,137,1974680,6.9378328,586,3852625,15.210408,61.5,4.4000001,142.44742,43.400002,21,.50300002,19.860001,3.1300001,25.969999,21.56407,16,20.9,52.9907
NC,28,1997,476,1911862,24.897194,138,2010814,6.8628922,614,3922676,15.65258,61.900002,3.5999999,146.21806,42.400002,22.6,.50400001,19.57,3.3099999,24.73,21.45649,15.5,20.799999,52.971848
NC,28,1998,449,1942127,23.118982,144,2044895,7.0419264,593,3987022,14.873257,59.900002,3.5,151.29448,41.5,23.299999,.505,19.280001,3.5,23.559999,21.329691,15.000001,20.5,52.980614
NC,28,1999,470,1969505,23.863865,143,2076001,6.8882432,613,4045506,15.152617,60.299999,3.2,151.87274,40.5,23.9,.50599998,19,3.7,22.440001,22.036335,14.300001,21.1,52.990078
NC,28,2000,516,1985301,25.99102,178,2091376,8.5111427,694,4076677,17.023668,61.599998,3.5999999,156.10918,39.599998,23.200001,.50700003,18.719999,3.9100001,21.379999,21.6,13,21.299999,52.883877
ND,29,1990,30,154641,19.399771,3,152014,1.9735024,33,306655,10.761279,60.299999,3.9000001,121.43841,46.700001,18,.37,.69999999,27.200001,47.630001,.55572999,6.3000002,23.299999,51.373035
ND,29,1991,29,153361,18.909632,8,150325,5.3218026,37,303686,12.183637,59.799999,4.0999999,119.16299,46.5,22.299999,.38600001,.68000001,27.27,47.25,.57357001,7.5999999,24.1,51.352478
ND,29,1992,28,154095,18.170609,7,150844,4.6405559,35,304939,11.477705,60,4.9000001,125.54526,46.200001,21.5,.403,.64999998,27.35,46.880001,.58744001,8.2999992,24.5,51.33466
ND,29,1993,39,154988,25.163239,9,151597,5.9367929,48,306585,15.656343,61.700001,4.3000002,122.62284,46,20.799999,.421,.63,27.43,46.5,.57600003,13.400001,26.6,51.331337
ND,29,1994,43,156503,27.475512,1,152973,.65371013,44,309476,14.217581,65.5,3.9000001,127.42915,45.700001,19.9,.44,.61000001,27.51,46.130001,.56992,8.3999996,26.1,51.335114
ND,29,1995,50,158075,31.630554,7,154328,4.5357938,57,312403,18.245663,64.900002,3.3,124.00919,45.5,19.799999,.46000001,.58999997,27.59,45.77,.55761003,8.2999992,25.4,51.291264
ND,29,1996,40,159882,25.018452,9,156164,5.7631721,49,316046,15.504072,66.400002,3.0999999,133.33971,45.200001,19.9,.47999999,.56999999,27.67,45.400002,.59007001,9.8000002,25.6,51.298553
ND,29,1997,39,159882,24.39299,12,156528,7.6663599,51,316410,16.118328,67,2.5,127.85046,45,20.5,.50199997,.55000001,27.74,45.040001,.57939005,15.2,25.799999,51.321281
ND,29,1998,36,158850,22.662889,4,155799,2.5674105,40,314649,12.712578,67.599998,3.2,139.36197,44.799999,22.5,.52399999,.52999997,27.82,44.68,.61715001,14.200001,25.6,51.363682
ND,29,1999,28,157786,17.745554,13,154898,8.3926201,41,312684,13.11228,65.199997,3.4000001,137.86914,44.5,22.299999,.54699999,.50999999,27.9,44.32,.63091481,11.4,26.6,51.389523
ND,29,2000,34,157041,21.650396,5,154322,3.2399788,39,311363,12.525573,67,3,143.48431,44.299999,22.6,.57200003,.49000001,27.98,43.970001,.60000002,11.4,26.4,51.418991
OH,36,1990,571,2685684,21.260878,168,2846935,5.901083,739,5532619,13.357146,56.799999,5.6999998,143.74904,25.9,17,.285,1.73,19.709999,27.110001,10.7023,10.3,23.9,53.292889
OH,36,1991,608,2707537,22.455833,173,2866965,6.0342555,781,5574502,14.010221,56.799999,6.4000001,140.93979,25.6,18.6,.28999999,1.72,19.709999,26.5,10.802891,10.3,23.700001,53.258472
OH,36,1992,613,2729570,22.45775,174,2886473,6.0281181,787,5616043,14.013426,57.099998,7.1999998,143.99144,25.200001,19,.296,1.72,19.700001,25.9,10.92272,11,23.9,53.216194
OH,36,1993,552,2751028,20.065226,146,2906446,5.0233173,698,5657474,12.337662,57,6.5,144.9135,24.9,19.5,.301,1.71,19.690001,25.32,11.025849,11.1,23.9,53.177868
OH,36,1994,560,2768068,20.230717,132,2923883,4.5145445,692,5691951,12.157518,57.599998,5.5,148.32658,24.5,19.799999,.30700001,1.7,19.690001,24.75,11.11123,11,23.6,53.153812
OH,36,1995,521,2792118,18.65967,128,2948572,4.3410845,649,5740690,11.305262,58.299999,4.8000002,149.54068,24.200001,19.700001,.31200001,1.6900001,19.68,24.190001,11.18224,11.900001,23.4,53.114384
OH,36,1996,589,2815267,20.921638,141,2972725,4.7431231,730,5787992,12.612319,58.599998,4.9000001,149.75143,23.9,22.299999,.31799999,1.6799999,19.67,23.65,11.260099,11.5,23,53.076397
OH,36,1997,586,2826071,20.735502,151,2985007,5.0586147,737,5811078,12.682673,60.200001,4.5999999,154.34268,23.6,21.5,.324,1.67,19.67,23.120001,11.33963,11.5,23,53.058712
OH,36,1998,583,2835547,20.560408,139,2995633,4.6400876,722,5831180,12.381714,59.799999,4.3000002,159.02454,23.299999,21.5,.33000001,1.66,19.66,22.6,11.40029,10.400001,22.799999,53.046333
OH,36,1999,551,2842678,19.383131,151,3003495,5.0274763,702,5846173,12.007855,60.299999,4.3000002,160.58223,23,25.5,.336,1.66,19.65,22.09,11.583903,10.2,23.299999,53.030247
OH,36,2000,578,2855135,20.244226,144,3012807,4.7795959,722,5867942,12.304144,60.900002,4.0999999,162.46806,22.6,24.6,.34200001,1.65,19.65,21.59,11.5,10.9,23,52.93969
OK,37,1990,175,764396,22.893892,45,794522,5.6637826,220,1558918,14.112352,55.200001,5.5999999,123.98623,32.299999,17.799999,.60699999,30.629999,4.5599999,30.709999,7.5089297,18.6,18.200001,52.872093
OK,37,1991,205,768509,26.67503,51,798754,6.3849444,256,1567263,16.334208,54.400002,6.6999998,122.4229,32.5,20.200001,.61699998,30.360001,4.5900002,30.280001,7.5461402,18.199999,18.299999,52.856319
OK,37,1992,235,778259,30.195602,56,806833,6.9407177,291,1585092,18.358557,55.5,5.6999998,124.28368,32.799999,20.299999,.62599999,30.09,4.6199999,29.860001,7.6178403,21.6,18.4,52.776039
OK,37,1993,241,783734,30.750229,69,812320,8.4941893,310,1596054,19.422901,54,6,124.25606,33,20.5,.63599998,29.82,4.6599998,29.440001,7.5962095,23.6,19.700001,52.746426
OK,37,1994,216,788279,27.401466,60,817116,7.3428988,276,1605395,17.19203,54.700001,5.8000002,125.04049,33.200001,20.299999,.64700001,29.559999,4.6900001,29.030001,7.5965905,17.800001,19.700001,52.722843
OK,37,1995,240,794294,30.215511,66,823019,8.0192556,306,1617313,18.920271,55.700001,4.6999998,125.6168,33.400002,19.1,.65700001,29.290001,4.7199998,28.620001,7.5903401,19.200001,19.9,52.671032
OK,37,1996,219,804757,27.213184,88,834010,10.551433,307,1638767,18.733597,55.799999,4,126.48821,33.700001,20.1,.66799998,29.030001,4.75,28.219999,7.6040902,17,20,52.627491
OK,37,1997,261,812609,32.118767,73,843321,8.6562529,334,1655930,20.169935,56.200001,4.0999999,129.21495,33.900002,20.5,.67799997,28.77,4.7800002,27.82,7.63622,17.800001,20.4,52.608364
OK,37,1998,224,819788,27.324137,63,851681,7.3971357,287,1671469,17.170525,57.299999,4.5,134.53987,34.200001,20.5,.68900001,28.52,4.8200002,27.43,7.70152,18.299999,20,52.616673
OK,37,1999,256,826103,30.988873,81,858250,9.4378099,337,1684353,20.007683,58.400002,3.4000001,135.08403,34.400002,23.700001,.69999999,28.26,4.8499999,27.049999,7.8022637,16.4,19.9,52.605026
OK,37,2000,276,837708,32.947041,81,870649,9.3034048,357,1708357,20.897272,57.299999,3,137.3403,34.599998,22.5,.71100003,28.01,4.8800001,26.67,7.5999999,19.300001,20.1,52.487965
OR,38,1990,202,723080,27.93605,51,733170,6.9560947,253,1456250,17.37339,59.099998,5.5,139.57153,29.5,20.6,3.132,1.09,9.7799997,17.51,1.66049,12.4,22.6,51.938236
OR,38,1991,206,743941,27.690369,71,753464,9.4231443,277,1497405,18.498669,58.400002,6,137.62114,28.5,23.799999,3.1229999,1.08,9.8100004,17.33,1.69126,14.200001,22.6,51.888187
OR,38,1992,220,759102,28.981613,68,767744,8.8571186,288,1526846,18.862413,59.400002,7.5,138.56735,27.6,23.299999,3.1140001,1.0599999,9.8500004,17.15,1.6970599,13.2,22.5,51.841682
OR,38,1993,224,780045,28.716291,61,787938,7.7417259,285,1567983,18.176218,61.099998,7.1999998,140.01384,26.700001,22.9,3.105,1.05,9.8900003,16.98,1.7095201,14.7,23.4,51.784969
OR,38,1994,259,796199,32.529556,73,803794,9.0819292,332,1599993,20.750092,62.200001,5.4000001,142.96222,25.9,24.5,3.096,1.03,9.9300003,16.799999,1.7367201,13.099999,22.700001,51.746632
OR,38,1995,247,813654,30.356884,63,821274,7.6710086,310,1634928,18.961081,60.799999,4.8000002,146.73228,25,23,3.0869999,1.02,9.96,16.629999,1.7672,12.5,22.9,51.71933
OR,38,1996,258,832866,30.977371,69,840493,8.2094679,327,1673359,19.541533,62.200001,5.9000001,148.31102,24.200001,22.799999,3.0780001,1,10,16.459999,1.79046,15.299999,22.200001,51.67976
OR,38,1997,270,846820,31.883989,84,854535,9.8299074,354,1701355,20.806946,60.900002,5.8000002,151.93146,23.4,24.299999,3.069,.99000001,10.04,16.290001,1.7896301,13.3,22.200001,51.639355
OR,38,1998,284,857047,33.137039,82,865016,9.4795933,366,1722063,21.253578,61.700001,5.5999999,156.11043,22.700001,27.700001,3.0599999,.97000003,10.08,16.120001,1.81615,14.300001,22,51.623154
OR,38,1999,252,866823,29.071678,59,875187,6.7414165,311,1742010,17.85294,60.599998,5.6999998,157.62906,22,26.799999,3.0510001,.95999998,10.12,15.96,1.8697226,13.9,22.299999,51.609039
OR,38,2000,218,877772,24.835606,82,885183,9.2636213,300,1762955,17.016884,62.200001,4.9000001,160.62718,21.200001,27.200001,3.0420001,.94999999,10.15,15.79,1.6,13.7,21.799999,51.503857
PA,39,1990,717,2932902,24.446777,197,3104987,6.3446321,914,6037889,15.137741,53.599998,5.4000001,151.56848,31.1,17.9,.206,.20999999,30.879999,27.139999,9.3138704,10.1,25.1,53.586327
PA,39,1991,696,2947966,23.609499,207,3116816,6.6413932,903,6064782,14.889241,54.099998,6.9000001,150.05873,30.200001,18.4,.20999999,.22,30.879999,26.74,9.3386202,7.8000002,25.299999,53.544079
PA,39,1992,715,2956021,24.18792,197,3121948,6.3101625,912,6077969,15.005013,54.799999,7.5,152.72273,29.299999,18.5,.214,.23,30.889999,26.35,9.3964396,8.5,24.6,53.509964
PA,39,1993,719,2968894,24.217773,190,3132556,6.0653343,909,6101450,14.898098,54.799999,7,152.47058,28.4,18.700001,.219,.25,30.9,25.959999,9.4374504,10.8,25.799999,53.475021
PA,39,1994,687,2986331,23.004818,161,3149330,5.1121984,848,6135661,13.820842,54.599998,6.1999998,152.71255,27.5,19.5,.223,.25999999,30.91,25.58,9.46908,10.599999,24.6,53.438591
PA,39,1995,780,3001974,25.982903,193,3164918,6.0981045,973,6166892,15.777802,55,5.9000001,153.79921,26.700001,20.5,.228,.27000001,30.92,25.209999,9.4808397,9.8999996,23.5,53.40905
PA,39,1996,764,3021249,25.287556,162,3185779,5.0850983,926,6207028,14.918573,55.599998,5.3000002,155.94009,25.9,22.299999,.233,.28999999,30.93,24.84,9.4898596,9.5,23.700001,53.384548
PA,39,1997,792,3024274,26.188103,171,3189768,5.3608913,963,6214042,15.49716,56.900002,5.1999998,159.71962,25.1,22.9,.23800001,.31,30.93,24.48,9.5,10.1,23.299999,53.355396
PA,39,1998,755,3024069,24.966362,164,3190503,5.1402555,919,6214572,14.787825,56.400002,4.5999999,165.69325,24.4,22.1,.242,.31999999,30.940001,24.120001,9.52176,10.5,22.299999,53.348351
PA,39,1999,708,3025148,23.403814,172,3192203,5.3881283,880,6217351,14.153938,57.5,4.4000001,168.02521,23.700001,23.9,.248,.34,30.950001,23.76,9.7548771,8.2999992,22.4,53.335667
PA,39,2000,751,3037410,24.725012,179,3201855,5.5905094,930,6239265,14.905602,57.099998,4.1999998,171.33566,23,24.299999,.25299999,.36000001,30.959999,23.42,10,7.5999999,22.1,53.213089
RI,40,1990,63,247929,25.410501,17,259806,6.543344,80,507735,15.75625,59.5,6.6999998,154.29993,14,21.299999,.14300001,.16,62.970001,11.5,4.3251896,11.1,25.6,53.574635
RI,40,1991,41,248016,16.531191,15,259400,5.7825751,56,507416,11.036309,58.400002,8.5,148.51689,13.4,22.799999,.149,.16,61.73,11.28,4.3755698,10.1,25.299999,53.524254
RI,40,1992,38,247180,15.373412,9,258285,3.4845228,47,505465,9.2983685,60.599998,8.8999996,149.71489,12.8,21.6,.156,.17,60.509998,11.06,4.4181299,9.3000002,24.799999,53.513371
RI,40,1993,55,246336,22.327229,11,257403,4.2734547,66,503739,13.102023,60.599998,7.6999998,150.59515,12.3,20.5,.162,.17,59.330002,10.84,4.4742098,10.3,24,53.503384
RI,40,1994,41,246652,16.62261,12,257884,4.653255,53,504536,10.504702,59.099998,7.0999999,150.18219,11.8,23.9,.169,.17,58.16,10.63,4.5279102,11.5,24.299999,53.483753
RI,40,1995,45,247250,18.200203,13,258696,5.0252032,58,505946,11.463674,58.400002,7,153.47113,11.3,27.9,.177,.17,57.02,10.42,4.5893097,12.9,22.799999,53.466248
RI,40,1996,41,249491,16.433458,11,261209,4.2111874,52,510700,10.182103,58.900002,5.0999999,154.93945,10.8,24.5,.184,.17,55.900002,10.22,4.6374898,9.8999996,22.299999,53.439476
RI,40,1997,40,250290,15.981462,4,261961,1.5269449,44,512251,8.5895395,60.599998,5.3000002,159.76947,10.3,25.700001,.192,.18000001,54.799999,10.02,4.7119999,10.2,22.700001,53.393787
RI,40,1998,50,250396,19.96837,12,262327,4.5744433,62,512723,12.092299,60.200001,4.9000001,164.64417,9.8999996,27.799999,.20100001,.18000001,53.720001,9.8299999,4.8044901,10,22.200001,53.395069
RI,40,1999,57,249661,22.830959,15,261709,5.7315569,72,511370,14.079824,60.799999,4.0999999,166.68068,9.5,26.799999,.20900001,.18000001,52.669998,9.6400003,5.0454087,6.0999999,21.700001,53.391678
RI,40,2000,43,250798,17.145273,8,262601,3.0464468,51,513399,9.933794,60.599998,4.0999999,169.06505,9,26.4,.219,.18000001,51.630001,9.4499998,4.5,5.9000001,22.9,53.28735
SC,41,1990,236,861563,27.392076,60,910900,6.5868921,296,1772463,16.699926,58.900002,4.6999998,122.72379,45.400002,16.6,.48300001,25.549999,2.25,33.07,29.888762,16.200001,23.5,53.102272
SC,41,1991,214,881489,24.277103,54,931715,5.7957635,268,1813204,14.780466,59.599998,6.1999998,120.10279,44.799999,17.9,.48500001,25.290001,2.3399999,31.379999,29.834589,13.099999,24,53.084747
SC,41,1992,259,895330,28.927881,52,944619,5.5048647,311,1839949,16.902643,59,6.1999998,121.67498,44.099998,17.299999,.48699999,25.030001,2.4400001,29.780001,29.831001,17,24,53.046227
SC,41,1993,265,905403,29.268734,75,959468,7.8168321,340,1864871,18.231825,58.099998,7.5,122.24914,43.5,16.700001,.49000001,24.780001,2.55,28.26,29.86463,16.9,25.6,53.123711
SC,41,1994,262,916200,28.596376,60,973494,6.1633663,322,1889694,17.039795,59.099998,6.3000002,124.75709,42.900002,18,.49200001,24.530001,2.6500001,26.809999,29.82724,14.200001,23.799999,53.162678
SC,41,1995,243,930470,26.115833,70,991755,7.0581946,313,1922225,16.283213,59.900002,5.0999999,126.12205,42.299999,18.200001,.495,24.280001,2.76,25.440001,29.760229,14.599999,23.799999,53.188549
SC,41,1996,250,946267,26.419605,79,1009045,7.829185,329,1955312,16.82596,58.200001,6,128.08157,41.700001,18.1,.49700001,24.030001,2.8800001,24.139999,29.621092,17.1,24.200001,53.164719
SC,41,1997,230,963088,23.881514,74,1028539,7.1946712,304,1991627,15.263903,59.599998,4.5,130.82866,41.099998,19.200001,.5,23.790001,3,22.9,29.461849,16.799999,24.9,53.165394
SC,41,1998,239,981593,24.348177,64,1048532,6.1037717,303,2030125,14.925189,60.099998,3.8,135.67485,40.5,21.299999,.50300002,23.549999,3.1300001,21.73,29.275909,15.4,24.9,53.126621
SC,41,1999,222,998818,22.226271,60,1065109,5.6332264,282,2063927,13.663274,59.200001,4.5,137.491,40,20.9,.505,23.309999,3.26,20.620001,29.773544,15.6,25.4,53.052265
SC,41,2000,225,1015682,22.152603,83,1082498,7.6674504,308,2098180,14.679389,59.5,3.9000001,139.37282,39.400002,19,.50800002,23.07,3.4000001,19.57,29.499998,11.900001,25.4,53.005981
